144	100
134	148
91	101
54	147
101	147
52	113
58	113
99	109
60	86
119	86
78	84
66	146
136	146
91	150
136	144
66	144
65	140
135	140
95	148
90	148
91	107
95	66
115	146
56	139
145	139
149	138
115	106
81	118
88	90
63	56
53	121
127	121
67	87
121	70
135	132
144	109
148	107
64	110
56	59
104	103
111	110
51	77
70	77
123	116
150	82
107	70
86	139
120	139
64	142
116	101
56	131
146	131
145	150
112	146
91	116
94	116
51	149
72	149
128	120
139	147
58	56
65	122
104	72
148	133
126	143
58	58
127	112
137	124
67	99
115	148
78	117
96	117
130	100
100	85
67	131
96	131
111	150
95	67
110	108
---------------
118	107
116	94
90	84
98	187
194	187
84	185
137	147
118	153
92	191
186	191
116	145
168	200
197	138
137	176
143	182
182	106
162	178
171	178
83	103
91	103
177	189
183	151
188	121
167	115
180	100
189	140
180	106
112	194
103	121
193	166
103	195
85	89
158	168
100	120
124	120
80	180
112	96
154	183
191	118
96	126
81	126
104	91
152	97
176	90
166	160
198	180
191	166
148	155
193	173
108	111
143	104
84	132
157	132
103	183
145	129
119	189
108	189
---------------
122	186
221	220
193	196
118	227
121	227
124	216
136	112
214	122
123	224
157	113
125	223
162	223
141	200
242	202
142	246
172	198
205	198
119	206
151	196
141	167
189	188
230	119
250	179
155	202
130	219
115	219
141	140
243	115
179	135
117	192
130	215
111	215
188	194
241	213
168	235
159	235
197	168
230	224
173	225
160	221
143	221
194	150
216	218
120	145
169	133
209	138
148	129
118	169
161	121
---------------
227	204
192	272
149	147
235	195
288	150
189	248
226	244
141	232
239	216
258	234
251	253
246	144
145	258
214	141
244	188
271	283
202	274
235	274
218	250
182	225
293	230
140	247
239	254
290	268
261	222
273	223
165	217
179	296
166	152
249	253
192	259
233	259
202	285
196	298
292	187
248	207
200	181
231	200
248	240
170	149
181	141
---------------
240	294
295	294
309	252
262	181
201	242
332	270
177	195
311	205
273	178
207	266
273	267
218	174
295	196
194	332
298	255
224	180
264	248
314	240
319	329
313	190
249	178
274	198
230	291
265	226
288	346
197	259
213	317
201	317
170	214
179	205
321	311
237	306
224	306
303	285
188	305
173	177
190	271
230	350
172	350
200	301
---------------
383	286
305	338
306	338
331	291
237	228
222	370
226	370
303	324
347	289
299	252
345	344
299	374
256	374
263	238
223	328
252	328
348	344
305	369
208	208
333	212
217	305
341	278
360	337
207	369
381	309
241	349
380	330
343	211
358	357
285	369
239	240
347	387
220	381
293	381
317	220
383	269
239	244
397	385
378	297
371	344
