59	100
82	92
120	115
62	62
80	100
80	138
66	138
148	84
70	134
87	134
130	102
141	108
82	116
93	131
57	50
126	82
121	109
87	78
122	113
77	123
83	140
98	140
66	83
148	93
55	135
82	135
95	149
110	149
139	121
90	107
54	81
81	136
88	136
67	95
64	148
126	148
144	145
143	116
130	117
56	103
93	72
127	125
136	132
70	130
97	139
53	139
89	82
137	142
51	60
147	62
133	98
150	104
135	92
82	140
60	140
144	86
60	132
132	85
91	132
118	51
64	114
107	114
97	139
117	133
60	98
119	98
78	112
94	142
84	119
109	119
110	69
103	95
67	64
101	135
85	94
67	69
50	137
109	137
114	70
141	110
126	114
82	86
114	138
142	75
66	99
133	99
102	60
100	131
109	60
57	135
136	114
126	66
86	146
93	146
133	125
110	67
145	86
56	126
114	137
61	137
131	125
79	117
135	100
56	97
79	141
131	141
100	127
54	140
127	140
138	98
68	95
121	70
147	98
63	82
55	85
62	114
89	114
138	150
109	99
121	142
137	81
60	147
81	107
129	107
65	125
110	98
51	146
98	146
57	117
144	104
91	53
108	132
131	140
150	141
111	113
50	107
54	119
109	119
111	131
58	96
95	96
126	111
59	141
76	135
140	135
109	55
125	78
138	149
133	141
137	109
82	76
109	91
90	123
150	93
123	91
125	138
93	120
102	120
101	107
110	135
103	109
136	94
102	140
96	140
125	132
128	147
150	77
147	136
107	63
107	97
113	142
87	142
137	52
129	139
61	128
111	128
70	55
147	116
82	135
107	102
55	140
83	140
104	80
121	105
93	96
77	137
143	145
100	53
79	148
89	89
77	87
128	89
130	113
99	132
110	130
85	52
149	85
113	127
131	141
58	119
71	119
107	148
129	148
71	73
134	52
116	70
102	147
88	124
70	124
111	87
143	114
127	106
137	125
150	134
80	79
130	131
149	60
100	129
75	102
66	94
76	147
64	147
84	133
123	133
53	118
143	73
129	149
141	139
83	59
143	107
148	128
121	140
129	150
97	102
50	90
139	90
101	79
137	90
146	78
146	101
84	51
109	125
126	82
100	122
137	59
78	122
87	122
122	137
106	135
140	69
70	122
83	88
62	138
