135	100
51	126
75	126
50	116
128	116
59	60
147	69
130	126
127	107
150	111
52	128
88	128
92	134
98	134
146	74
96	144
121	144
110	124
70	54
130	110
80	140
88	140
110	93
125	138
126	131
117	109
147	110
73	132
120	132
78	77
98	88
65	98
124	121
70	51
96	140
93	140
140	80
85	150
59	149
51	149
53	149
73	136
130	136
149	92
135	124
86	85
141	83
102	86
55	136
54	56
123	101
123	55
113	112
109	105
142	87
108	101
80	125
146	102
84	53
140	90
131	77
140	133
131	87
77	64
129	81
98	139
146	135
119	136
137	123
51	115
72	95
53	95
74	115
150	115
82	125
59	125
85	124
98	90
86	141
122	141
55	98
94	87
119	91
94	108
126	108
58	73
136	78
118	110
70	149
82	149
91	107
52	67
95	87
138	104
92	76
75	107
149	107
139	102
81	83
143	116
69	147
94	114
76	114
70	74
98	120
93	59
77	67
103	127
73	127
59	92
135	72
144	113
58	79
85	119
147	119
146	108
59	108
135	111
145	127
150	111
111	99
135	71
134	125
133	98
71	133
80	133
60	115
118	115
137	135
98	52
114	105
99	149
115	115
55	95
141	95
104	84
51	77
56	97
115	97
101	54
69	74
137	144
64	147
114	147
117	111
113	104
101	102
145	143
74	126
105	126
109	63
66	82
96	82
145	108
89	76
140	54
68	143
127	145
75	105
62	105
95	68
138	117
113	122
82	124
91	124
112	86
94	128
90	101
126	101
114	77
62	136
115	136
138	113
134	128
84	76
61	103
137	103
51	145
90	84
145	88
65	60
90	55
81	86
128	108
140	139
84	125
63	76
79	60
149	150
119	62
72	108
64	80
112	69
117	109
86	72
109	133
142	146
84	140
111	103
73	86
125	86
51	63
55	53
131	127
105	69
61	82
107	135
75	88
86	59
130	109
60	96
74	93
63	51
144	125
66	113
61	113
72	124
149	62
137	140
124	136
81	76
80	81
81	65
95	69
57	85
110	96
138	89
147	139
112	148
145	148
75	110
103	92
57	112
59	112
52	121
96	121
69	147
109	145
128	145
97	143
74	75
134	77
139	129
111	138
67	96
70	81
102	81
68	104
101	110
61	110
145	64
144	91
149	104
86	97
80	119
74	119
100	73
63	128
149	128
125	142
55	94
141	94
92	74
107	55
86	79
63	69
96	143
63	143
65	85
135	74
116	113
69	123
69	147
127	147
135	128
92	125
145	135
51	124
89	124
57	92
52	120
102	120
69	95
58	100
122	66
113	114
127	109
116	108
62	76
125	83
97	64
63	53
73	142
57	142
89	94
122	59
133	103
138	87
73	126
72	107
121	107
117	132
116	134
113	134
93	99
89	126
76	126
116	60
65	150
58	67
131	99
88	132
147	132
136	82
114	149
129	96
62	109
91	109
132	121
96	75
106	119
52	84
126	84
65	77
115	148
59	148
52	132
113	132
90	149
57	95
63	95
51	118
57	118
115	132
103	146
100	146
148	148
60	138
83	117
56	117
63	84
131	96
114	94
119	108
130	96
99	68
67	92
131	145
93	97
83	90
